CC1CCC2C(Br)C2C1
##############
10.000000,0.000000,0.000146
9.996338,0.000000,0.000146
9.992676,0.000000,0.000146
9.989014,0.000000,0.000145
9.985352,0.000000,0.000145
9.981689,0.000000,0.000145
9.978027,0.000000,0.000145
9.974365,0.000000,0.000144
9.970703,0.000000,0.000144
9.967041,0.000000,0.000144
9.963379,0.000000,0.000143
9.959717,0.000000,0.000143
9.956055,0.000000,0.000143
9.952393,0.000000,0.000142
9.948730,0.000000,0.000142
9.945068,0.000000,0.000142
9.941406,0.000000,0.000142
9.937744,0.000000,0.000141
9.934082,0.000000,0.000141
9.930420,0.000000,0.000141
9.926758,0.000000,0.000140
9.923096,0.000000,0.000140
9.919434,0.000000,0.000140
9.915771,0.000000,0.000139
9.912109,0.000000,0.000139
9.908447,0.000000,0.000139
9.904785,0.000000,0.000139
9.901123,0.000000,0.000138
9.897461,0.000000,0.000138
9.893799,0.000000,0.000138
9.890137,0.000000,0.000137
9.886475,0.000000,0.000137
9.882813,0.000000,0.000137
9.879150,0.000000,0.000137
9.875488,0.000000,0.000136
9.871826,0.000000,0.000136
9.868164,0.000000,0.000136
9.864502,0.000000,0.000135
9.860840,0.000000,0.000135
9.857178,0.000000,0.000135
9.853516,0.000000,0.000134
9.849854,0.000000,0.000134
9.846191,0.000000,0.000134
9.842529,0.000000,0.000134
9.838867,0.000000,0.000133
9.835205,0.000000,0.000133
9.831543,0.000000,0.000133
9.827881,0.000000,0.000132
9.824219,0.000000,0.000132
9.820557,0.000000,0.000132
9.816895,0.000000,0.000132
9.813232,0.000000,0.000131
9.809570,0.000000,0.000131
9.805908,0.000000,0.000131
9.802246,0.000000,0.000130
9.798584,0.000000,0.000130
9.794922,0.000000,0.000130
9.791260,0.000000,0.000130
9.787598,0.000000,0.000129
9.783936,0.000000,0.000129
9.780273,0.000000,0.000129
9.776611,0.000000,0.000128
9.772949,0.000000,0.000128
9.769287,0.000000,0.000128
9.765625,0.000000,0.000128
9.761963,0.000000,0.000127
9.758301,0.000000,0.000127
9.754639,0.000000,0.000127
9.750977,0.000000,0.000127
9.747314,0.000000,0.000126
9.743652,0.000000,0.000126
9.739990,0.000000,0.000126
9.736328,0.000000,0.000125
9.732666,0.000000,0.000125
9.729004,0.000000,0.000125
9.725342,0.000000,0.000125
9.721680,0.000000,0.000124
9.718018,0.000000,0.000124
9.714355,0.000000,0.000124
9.710693,0.000000,0.000123
9.707031,0.000000,0.000123
9.703369,0.000000,0.000123
9.699707,0.000000,0.000123
9.696045,0.000000,0.000122
9.692383,0.000000,0.000122
9.688721,0.000000,0.000122
9.685059,0.000000,0.000122
9.681396,0.000000,0.000121
9.677734,0.000000,0.000121
9.674072,0.000000,0.000121
9.670410,0.000000,0.000120
9.666748,0.000000,0.000120
9.663086,0.000000,0.000120
9.659424,0.000000,0.000120
9.655762,0.000000,0.000119
9.652100,0.000000,0.000119
9.648438,0.000000,0.000119
9.644775,0.000000,0.000119
9.641113,0.000000,0.000118
9.637451,0.000000,0.000118
9.633789,0.000000,0.000118
9.630127,0.000000,0.000118
9.626465,0.000000,0.000117
9.622803,0.000000,0.000117
9.619141,0.000000,0.000117
9.615479,0.000000,0.000116
9.611816,0.000000,0.000116
9.608154,0.000000,0.000116
9.604492,0.000000,0.000116
9.600830,0.000000,0.000115
9.597168,0.000000,0.000115
9.593506,0.000000,0.000115
9.589844,0.000000,0.000115
9.586182,0.000000,0.000114
9.582520,0.000000,0.000114
9.578857,0.000000,0.000114
9.575195,0.000000,0.000114
9.571533,0.000000,0.000113
